"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0021700","GO:0021700","developmental maturation","25/697","284/18670",6.78547000797711e-05,0.00216627283996167,0.00178565000209924,"PPARG/CFTR/FAM20C/SPINK1/SLC26A3/IHH/C3/CCL21/DEFB1/PABPC1L/GAL/FGFR1/MAP1B/PALM/STXBP1/MYOC/AXL/SOX8/GREM1/CEBPA/CCL19/KLF2/FGFR3/EREG/MMP2",25
"GO:0008016","GO:0008016","regulation of heart contraction","23/697","251/18670",7.13969662665896e-05,0.00222203051616842,0.0018316108306703,"ATP1B1/ACE2/FLNA/HSPB7/DES/CHGA/ATP2A3/CACNA1H/GNAO1/ATP1A2/POPDC2/CASQ2/ATP2B4/FXYD6/CHRM2/KCNE4/CYP2J2/PLN/CACNA1C/CAV1/GAA/CCN2/KCNH2",23
"GO:0032530","GO:0032530","regulation of microvillus organization","5/697","13/18670",7.1666081536197e-05,0.00222203051616842,0.0018316108306703,"PLS1/FSCN1/CDHR2/CDHR5/VIL1",5
"GO:0032536","GO:0032536","regulation of cell projection size","5/697","13/18670",7.1666081536197e-05,0.00222203051616842,0.0018316108306703,"PLS1/XK/CDHR2/CDHR5/VIL1",5
"GO:0070208","GO:0070208","protein heterotrimerization","5/697","13/18670",7.1666081536197e-05,0.00222203051616842,0.0018316108306703,"COL6A2/COL6A1/COL1A1/C1QTNF1/COL1A2",5
"GO:0022604","GO:0022604","regulation of cell morphogenesis","36/697","484/18670",7.1968599713957e-05,0.00222203051616842,0.0018316108306703,"XK/OLFM4/FLNA/OBSL1/APOE/PTPRD/L1CAM/FN1/FBLN1/CRABP2/SPP1/DPYSL2/ITGA7/PLEKHO1/PTPRS/MAP1B/METRN/CHRNA3/SLIT2/NTN1/PALM/MYOC/MYADM/DBN1/FERMT2/NGFR/LIMS2/ID1/MYH10/CXCR4/CSF1R/CXCL12/VIL1/ITGB2/PTPRO/LRP4",36
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","22/697","235/18670",7.42345191864726e-05,0.00227377982884829,0.00187426758128399,"TGFB1/APOE/SFRP2/TNC/L1CAM/FN1/CRABP2/SPP1/GAL/LAMB2/DPYSL2/SLIT3/PTPRS/MAP1B/NRP2/SFRP1/SLIT2/NTN1/DBN1/CXCR4/CXCL12/AREG",22
"GO:0060536","GO:0060536","cartilage morphogenesis","7/697","29/18670",7.46136999025435e-05,0.00227377982884829,0.00187426758128399,"COL6A2/COL6A1/MATN2/HAND2/COL14A1/SCARA3/COL6A3",7
"GO:0048762","GO:0048762","mesenchymal cell differentiation","21/697","219/18670",7.62189889010066e-05,0.00230771428975757,0.00190223962112869,"PBLD/TGFB1/COL1A1/SFRP2/FN1/FGFR1/TGFB1I1/DACT3/HAND2/NRP2/SFRP1/TGFB3/WWTR1/ANXA6/HEYL/SOX8/GREM1/TGFBR3/AXIN2/SIX2/FOLR1",21
"GO:0001706","GO:0001706","endoderm formation","9/697","50/18670",8.49357519605119e-05,0.0025551505381454,0.00210620032695601,"COL6A1/ITGA5/FN1/COL11A1/ITGA7/COL8A1/COL5A1/ITGB2/MMP2",9
"GO:0055002","GO:0055002","striated muscle cell development","18/697","173/18670",8.63132435477815e-05,0.00258005128643145,0.00212672591376532,"XK/OBSL1/CAPN9/UCHL1/COMP/FLNC/TNNT1/MYH11/TMOD1/LDB3/CASQ2/LMOD1/CSRP1/CFL2/PGM5/PI16/MYH10/PDGFRB",18
"GO:0006067","GO:0006067","ethanol metabolic process","6/697","21/18670",8.890348361385e-05,0.00262405062012452,0.00216299438782455,"SULT1B1/ADH6/ADH4/ADH1C/SULT1E1/ADH1B",6
"GO:0030277","GO:0030277","maintenance of gastrointestinal epithelium","6/697","21/18670",8.890348361385e-05,0.00262405062012452,0.00216299438782455,"PBLD/TFF1/VSIG1/TFF3/TFF2/MUC2",6
"GO:0006023","GO:0006023","aminoglycan biosynthetic process","14/697","115/18670",9.79366107479652e-05,0.00287260321400125,0.00236787529275508,"TGFB1/SMPD3/BGN/CHST5/B3GNT6/PRELP/CHST13/OGN/CSPG4/CHST15/HSPG2/PDGFRB/OMD/DCN",14
"GO:0031103","GO:0031103","axon regeneration","9/697","51/18670",9.97614917913922e-05,0.00290795454022984,0.00239701524899226,"TNC/SPP1/LAMB2/JAM3/PTPRS/MAP1B/RGMA/APOD/FOLR1",9
"GO:2000401","GO:2000401","regulation of lymphocyte migration","10/697","63/18670",0.000105256684937254,0.00303862861323535,0.00250472936257582,"ADTRP/C10orf99/PADI2/CXCL14/CCL21/S100A7/CCL20/CXCL12/CCL5/APOD",10
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","29/697","363/18670",0.000105539412733297,0.00303862861323535,0.00250472936257582,"NXN/PTPRU/APOE/COL1A1/SOSTDC1/SFRP2/SULF1/SFRP4/NKD2/NOTUM/NFATC1/DACT3/DAAM2/RNF43/ROR2/SFRP1/RSPO3/ADGRA2/WWTR1/CAV1/GREM1/TRABD2A/IGFBP6/AXIN2/PTPRO/BARX1/LRP4/CTHRC1/FOLR1",29
"GO:0070252","GO:0070252","actin-mediated cell contraction","14/697","116/18670",0.000107629507738721,0.00307991024279158,0.00253875764402953,"FLNA/TPM2/TNNT1/DES/TMOD1/ATP1A2/KCNE4/PLN/CACNA1C/CAV1/VIM/VIL1/KCNH2/TNNC2",14
"GO:0048844","GO:0048844","artery morphogenesis","11/697","76/18670",0.000114014734475196,0.00324285544783087,0.00267307272214574,"APOE/COMP/HPGD/HAND2/AKT3/MYLK/MYOCD/PDGFRB/PRRX1/COL3A1/FOLR1",11
"GO:0030514","GO:0030514","negative regulation of BMP signaling pathway","9/697","52/18670",0.000116695752975308,0.00329911547417543,0.00271944763591793,"FSTL3/SOSTDC1/RBPMS2/SFRP2/HTRA3/CHRDL1/SFRP1/GREM1/FBN1",9
"GO:0034694","GO:0034694","response to prostaglandin","7/697","31/18670",0.000117797961465833,0.00330749918552331,0.0027263582955125,"PPARG/AKR1C3/TNC/CCL21/SFRP1/TGFBR3/CCL19",7
"GO:0033622","GO:0033622","integrin activation","6/697","22/18670",0.000118401845976543,0.00330749918552331,0.0027263582955125,"CDH17/FN1/TLN1/FERMT2/SELP/CXCL12",6
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","18/697","178/18670",0.000124500126027508,0.00345727273045619,0.00284981602710117,"PTPRU/APOE/SOSTDC1/SFRP2/SFRP4/NKD2/NOTUM/DACT3/ROR2/SFRP1/WWTR1/CAV1/GREM1/IGFBP6/AXIN2/PTPRO/LRP4/CTHRC1",18
"GO:1901342","GO:1901342","regulation of vasculature development","32/697","422/18670",0.000125776884476935,0.00347218187558973,0.00286210557555873,"PPARG/SPHK1/XDH/ITGA5/SFRP2/THBS2/C3/SULF1/THBS4/HSPB6/NFATC1/CYP1B1/AKT3/SFRP1/MEOX2/PTGIS/ADGRA2/EMILIN1/NGFR/HSPG2/MYOCD/ID1/CXCR4/SERPINF1/KLF2/ISM1/AQP1/DCN/ITGB2/GPNMB/FGFBP1/SERPINE1",32
"GO:0060485","GO:0060485","mesenchyme development","24/697","278/18670",0.000127292663033843,0.0034934764188177,0.00287965858202139,"PBLD/TGFB1/COL1A1/SFRP2/FN1/ACTG2/FGFR1/TGFB1I1/DACT3/HAND2/NRP2/SFRP1/TGFB3/ACTA2/WWTR1/ANXA6/HEYL/SOX8/GREM1/TGFBR3/PDGFRB/AXIN2/SIX2/FOLR1",24
"GO:0001667","GO:0001667","ameboidal-type cell migration","34/697","461/18670",0.000133416500133065,0.00364025369258416,0.00300064649932078,"EPB41L4B/PBLD/PPARG/ADTRP/TGFB1/APOE/S100P/FN1/TDGF1/TNS1/FGFR1/KANK2/HAND2/NRP2/AMOTL1/CYP1B1/AKT3/DDR2/AKAP12/SLIT2/MEOX2/ADGRA2/ANXA6/ID1/SOX8/GREM1/FGF7/SERPINF1/VIL1/SCG2/DCN/ITGB2/FGFBP1/FOLR1",34
"GO:0002548","GO:0002548","monocyte chemotaxis","10/697","65/18670",0.000137870398084721,0.00371853895523907,0.00306517672692892,"CCL21/S100A7/SLIT2/GREM1/CCL20/CXCL12/CCL19/PTPRO/CCL5/SERPINE1",10
"GO:0006940","GO:0006940","regulation of smooth muscle contraction","10/697","65/18670",0.000137870398084721,0.00371853895523907,0.00306517672692892,"SPHK1/CNN1/TACR2/ATP1A2/KCNMA1/CHRM2/CHRNA3/GUCY1A1/CAV1/MYOCD",10
"GO:0015701","GO:0015701","bicarbonate transport","8/697","42/18670",0.000138821111627808,0.0037227855821103,0.00306867720440418,"CFTR/CA2/SLC4A4/SLC26A3/CA1/SLC4A3/AQP1/CA4",8
"GO:0003176","GO:0003176","aortic valve development","7/697","32/18670",0.000145964617720955,0.00387012401674826,0.00319012768435629,"TGFB1/NFATC1/SLIT3/SLIT2/EMILIN1/HEYL/ELN",7
"GO:0071295","GO:0071295","cellular response to vitamin","7/697","32/18670",0.000145964617720955,0.00387012401674826,0.00319012768435629,"PPARG/COL1A1/TNC/KANK2/SFRP1/FOLR2/FOLR1",7
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","17/697","165/18670",0.000151648705848303,0.00399824368846115,0.00329573621521297,"PBLD/PPARG/TGFB1/XDH/APOE/SFRP2/SULF1/SFRP1/NGFR/CAV1/LIMS2/CD109/KLF9/TGFBR3/SERPINF1/SCG2/EREG",17
"GO:0097237","GO:0097237","cellular response to toxic substance","22/697","247/18670",0.000153739225557265,0.00403071612033656,0.00332250311039664,"AKR1B10/SPHK1/NXN/IYD/FABP1/DUOX2/ADH4/SMPD3/APOE/GSTA1/LCN2/KCNMB1/CYP1B1/FBLN5/AXL/MYB/MGST1/KLF2/GPX2/AQP1/GPX3/SOD3",22
"GO:0022612","GO:0022612","gland morphogenesis","14/697","120/18670",0.000155204933319317,0.00404653751148642,0.00333554461958181,"TGFB1/SOSTDC1/TNC/SULF1/FGFR1/SFRP1/NTN1/TGFB3/CAV1/LIMS2/FGF7/CSF1R/IGFBP5/AREG",14
"GO:0060541","GO:0060541","respiratory system development","19/697","198/18670",0.000163373477907092,0.00423479519861041,0.00349072467502401,"LTBP3/FSTL3/RCN3/SMPD3/ADAMTS2/AGR2/TNC/FGFR1/HEG1/TGFB3/MYOCD/ID1/CRISPLD2/FGF7/PDGFRB/IGFBP5/CCN2/CEBPA/KLF2",19
"GO:0007596","GO:0007596","blood coagulation","27/697","336/18670",0.000164230284710653,0.00423479519861041,0.00349072467502401,"PRKACB/TSPAN8/ADTRP/VAV3/FLNA/APOE/COL1A1/COMP/SERPING1/MYL9/FBLN1/SAA1/TLN1/EHD2/CSRP1/STXBP1/AXL/CAV1/VWF/C1QTNF1/SELP/A2M/F13A1/COL3A1/COL1A2/CYP4F2/SERPINE1",27
"GO:0033273","GO:0033273","response to vitamin","12/697","93/18670",0.000174321282825728,0.00447043595792974,0.00368496240658355,"PPARG/TGFB1/COL1A1/TNC/OTC/SPP1/KANK2/MAP1B/SFRP1/BCHE/FOLR2/FOLR1",12
"GO:0060048","GO:0060048","cardiac muscle contraction","15/697","137/18670",0.000187132545471986,0.0047728969342393,0.00393427977465417,"ATP1B1/ACE2/FLNA/TNNT1/CHGA/ATP1A2/CASQ2/KCNE4/PLN/CACNA1C/CAV1/GAA/CXCR4/CCN2/KCNH2",15
"GO:0050920","GO:0050920","regulation of chemotaxis","20/697","217/18670",0.000191800894512256,0.00486552215105957,0.00401063036889071,"TGFB1/PADI2/CXCL14/THBS4/CCL21/MMP28/S100A7/FGFR1/JAM3/SLIT2/ADGRA2/GREM1/CXCR4/PDGFRB/CXCL12/CCL19/SCG2/PTPRO/CCL5/SERPINE1",20
"GO:0006979","GO:0006979","response to oxidative stress","33/697","451/18670",0.000192937870925781,0.00486805068954134,0.00401271463300648,"SGK2/SPHK1/FABP1/DUOX2/SMPD3/SELENOP/NOX1/TRPA1/AKR1C3/APOE/COL1A1/LCN2/S100A7/DPEP1/GNAO1/CYP1B1/MSRB3/FBLN5/AXL/CRYAB/MYB/SCARA3/PDGFRB/MGST1/CCL19/KLF2/GPX2/AREG/AQP1/GPX3/MMP2/APOD/SOD3",33
"GO:0030168","GO:0030168","platelet activation","16/697","153/18670",0.000197869721552554,0.00496578932217185,0.00409328019535962,"VAV3/FLNA/APOE/COL1A1/COMP/MYL9/SAA1/TLN1/CSRP1/STXBP1/AXL/VWF/C1QTNF1/SELP/COL3A1/COL1A2",16
"GO:0032528","GO:0032528","microvillus organization","6/697","24/18670",0.000200391916333075,0.0050023365071868,0.00412340589319176,"PLS1/FSCN1/CDHR2/MYO1A/CDHR5/VIL1",6
"GO:0071621","GO:0071621","granulocyte chemotaxis","14/697","123/18670",0.000201911752687328,0.00501021479281337,0.00412989993239408,"VAV3/THBS4/CCL21/S100A7/SAA1/PPBP/JAM3/SLIT2/CCL20/CCL19/SCG2/ITGB2/CXCL3/CCL5",14
"GO:0030048","GO:0030048","actin filament-based movement","15/697","138/18670",0.000202871620879564,0.00501021479281337,0.00412989993239408,"FLNA/TPM2/TNNT1/DES/TMOD1/ATP1A2/KCNE4/PLN/CACNA1C/CAV1/MYH10/VIM/VIL1/KCNH2/TNNC2",15
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","11/697","81/18670",0.000203910297342287,0.00501021479281337,0.00412989993239408,"LGALS1/FLNA/CEACAM5/PTPRU/COMP/MYL9/TLN1/CSRP1/STXBP1/C1QTNF1/CCL5",11
"GO:0007599","GO:0007599","hemostasis","27/697","341/18670",0.00020874069703651,0.00510218797496011,0.00420571305706784,"PRKACB/TSPAN8/ADTRP/VAV3/FLNA/APOE/COL1A1/COMP/SERPING1/MYL9/FBLN1/SAA1/TLN1/EHD2/CSRP1/STXBP1/AXL/CAV1/VWF/C1QTNF1/SELP/A2M/F13A1/COL3A1/COL1A2/CYP4F2/SERPINE1",27
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","13/697","109/18670",0.000211815720812202,0.00515052423715888,0.00424555644387697,"ADTRP/CYP2C18/AKR1C3/HPGD/CYP2B6/GSTA1/CYP1B1/PTGIS/CYP2J2/SLC27A2/PTGDS/ACSL6/CYP4F2",13
"GO:0090130","GO:0090130","tissue migration","28/697","360/18670",0.00021576429801453,0.00521441116044408,0.00429821817816725,"EPB41L4B/PBLD/PPARG/ADTRP/TGFB1/APOE/S100P/TDGF1/ACTG2/FGFR1/KANK2/NRP2/AMOTL1/CYP1B1/AKT3/SLIT2/MEOX2/ADGRA2/ACTA2/ID1/GREM1/FGF7/SERPINF1/VIL1/SCG2/DCN/ITGB2/FGFBP1",28
"GO:0055001","GO:0055001","muscle cell development","18/697","186/18670",0.000216665283674962,0.00521441116044408,0.00429821817816725,"XK/OBSL1/CAPN9/UCHL1/COMP/FLNC/TNNT1/MYH11/TMOD1/LDB3/CASQ2/LMOD1/CSRP1/CFL2/PGM5/PI16/MYH10/PDGFRB",18
"GO:0050817","GO:0050817","coagulation","27/697","342/18670",0.000218831866659133,0.0052396834195475,0.00431904999985131,"PRKACB/TSPAN8/ADTRP/VAV3/FLNA/APOE/COL1A1/COMP/SERPING1/MYL9/FBLN1/SAA1/TLN1/EHD2/CSRP1/STXBP1/AXL/CAV1/VWF/C1QTNF1/SELP/A2M/F13A1/COL3A1/COL1A2/CYP4F2/SERPINE1",27
"GO:0030279","GO:0030279","negative regulation of ossification","11/697","82/18670",0.000227698913788437,0.00542431980918343,0.00447124503431743,"LTBP3/TGFB1/HAND2/SFRP1/TWIST2/ID1/GREM1/AXIN2/IGFBP5/AREG/LRP4",11
"GO:0001101","GO:0001101","response to acid chemical","27/697","343/18670",0.000229354076681756,0.00543615495892666,0.0044810007007201,"PPARG/COL6A1/AKR1C3/COL1A1/TNC/OTC/CCL21/PDK4/WNT9A/KCNMB1/ATP2B4/SFRP1/BCHE/ZEB1/MYB/TGFBR3/SERPINF1/PDGFRB/CCN2/CCL19/KLF2/AQP1/FOLR2/COL3A1/COL1A2/MMP2/FOLR1",27
"GO:0006024","GO:0006024","glycosaminoglycan biosynthetic process","13/697","110/18670",0.000232163493865886,0.00547509184277691,0.00451309621770501,"TGFB1/SMPD3/BGN/CHST5/PRELP/CHST13/OGN/CSPG4/CHST15/HSPG2/PDGFRB/OMD/DCN",13
"GO:0010721","GO:0010721","negative regulation of cell development","27/697","344/18670",0.000240323084878748,0.00563918118667982,0.00464835440489157,"LGALS1/TGFB1/APOE/SPOCK1/FBLN1/SPP1/ASCL2/GAL/CLDN18/PTPRS/DAAM2/RGMA/SLIT2/NTN1/S1PR3/PMP22/NGFR/DPYSL3/PI16/ID1/SOX8/TTPA/VIM/FBN1/COL3A1/PTPRO/LRP4",27
"GO:0045216","GO:0045216","cell-cell junction organization","16/697","156/18670",0.000247460152201348,0.00577776365313893,0.00476258737543835,"POF1B/NLGN2/TGFB1/ACE2/FSCN1/CDH17/CNTNAP1/TLN1/HEG1/TGFB3/CAV1/LIMS2/CSF1R/CLDN5/PTPRO/GJB1",16
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","23/697","273/18670",0.000249394832963648,0.00579410866880396,0.00477606050620848,"SCARF2/ITGA5/CEACAM5/CDH17/PTPRD/L1CAM/CDHR2/CDHR5/CEACAM6/CLDN2/REG3A/CLDN18/CADM3/PTPRS/SPARCL1/PALLD/MYADM/NEXN/ITGAM/SELP/CLDN5/CDHR1/ITGB2",23
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","11/697","83/18670",0.000253791638300635,0.00586721260366935,0.00483631978612824,"PPARG/SPHK1/TGFB1/FN1/DDR2/SFRP1/MYB/PDGFRB/AQP1/DACH1/EREG",11
"GO:0090025","GO:0090025","regulation of monocyte chemotaxis","6/697","25/18670",0.000255407600101048,0.00587562680036382,0.00484325557467158,"S100A7/SLIT2/GREM1/CXCL12/CCL5/SERPINE1",6
"GO:0033002","GO:0033002","muscle cell proliferation","21/697","239/18670",0.000259348351065105,0.00592899622991588,0.00488724778111653,"PPARG/SMPD3/NOX1/RBPMS2/HPGD/CNN1/OGN/FGFR1/TGFB3/ADAMTS1/MYB/MYOCD/TGFBR3/PDGFRB/IGFBP5/EREG/VIP/MMP2/ELN/CCL5/APOD",21
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","14/697","126/18670",0.000260254255990341,0.00592899622991588,0.00488724778111653,"FAM20C/SFRP2/PDLIM7/HAND2/DDR2/SFRP1/TWIST2/ID1/GREM1/AXIN2/IGFBP5/CEBPA/AREG/CTHRC1",14
"GO:0045765","GO:0045765","regulation of angiogenesis","29/697","383/18670",0.000263518786990381,0.00597436554273361,0.00492464552346631,"PPARG/SPHK1/ITGA5/SFRP2/THBS2/C3/SULF1/THBS4/HSPB6/CYP1B1/AKT3/SFRP1/MEOX2/PTGIS/ADGRA2/EMILIN1/NGFR/HSPG2/ID1/CXCR4/SERPINF1/KLF2/ISM1/AQP1/DCN/ITGB2/GPNMB/FGFBP1/SERPINE1",29
"GO:0007157","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","8/697","46/18670",0.000269093798954112,0.00607142883890215,0.00500465440868604,"SCARF2/ITGA5/CEACAM5/PTPRD/CEACAM6/REG3A/CADM3/SELP",8
"GO:1990748","GO:1990748","cellular detoxification","13/697","112/18670",0.000277916127935979,0.0062404803272897,0.00514400287164302,"AKR1B10/NXN/IYD/FABP1/DUOX2/ADH4/APOE/GSTA1/FBLN5/MGST1/GPX2/GPX3/SOD3",13
"GO:0048144","GO:0048144","fibroblast proliferation","11/697","84/18670",0.000282363770763158,0.00631015798186428,0.00520143788247922,"PPARG/SPHK1/TGFB1/FN1/DDR2/SFRP1/MYB/PDGFRB/AQP1/DACH1/EREG",11
"GO:0006941","GO:0006941","striated muscle contraction","17/697","174/18670",0.000287011269741153,0.00638362032651767,0.00526199259814785,"ATP1B1/ACE2/FLNA/TNNT1/CHGA/ATP1A2/CASQ2/SYNM/KCNE4/PLN/CACNA1C/CAV1/GAA/CXCR4/CCN2/KCNH2/TNNC2",17
"GO:0046879","GO:0046879","hormone secretion","25/697","312/18670",0.00029561066551631,0.00654387194937755,0.00539408736729115,"FAM3D/NLGN2/CFTR/SLC44A4/SMPD3/VGF/SPP1/CHGA/RASL10B/GAL/FGFR1/TACR2/LTBP4/CHRNA3/SFRP1/CARTPT/CACNA1C/ADCY5/MYB/C1QTNF1/OXCT1/VIP/ANO1/FAM3B/CCL5",25
"GO:2000811","GO:2000811","negative regulation of anoikis","5/697","17/18670",0.000304254194338374,0.0067035912395774,0.00552574333676068,"ITGA5/CEACAM5/CEACAM6/PDK4/CAV1",5
"GO:0002683","GO:0002683","negative regulation of immune system process","33/697","463/18670",0.000310701159780677,0.00681364739649868,0.00561646218491878,"PPARG/ADTRP/FSTL3/ENPP3/TGFB1/CCL28/PADI2/C4BPA/IL33/SERPING1/IHH/CCL21/MMP28/GAL/CLDN18/PTPRS/TSPAN6/SFRP1/SLIT2/CARTPT/TGFB3/AXL/EMILIN1/GREM1/MAFB/FBN1/CXCL12/A2M/COL3A1/VSIG4/BST2/GPNMB/APOD",33
"GO:0061383","GO:0061383","trabecula morphogenesis","8/697","47/18670",0.000313821327002741,0.00685006273313424,0.00564647920066131,"SLC40A1/COL1A1/SFRP1/HEG1/ADAMTS1/GREM1/TGFBR3/MMP2",8
"GO:0032970","GO:0032970","regulation of actin filament-based process","29/697","388/18670",0.000326782051428805,0.00707630505252112,0.00583296983592924,"TGFB1/IQGAP2/FLNA/FSCN1/ODAM/CCL21/SYNPO2/TMOD1/ATP1A2/JAM3/LMOD1/SFRP1/SLIT2/CFL2/TGFB3/MYOC/MYADM/DBN1/PLN/CACNA1C/CAV1/ID1/PDGFRB/CSF1R/CXCL12/VIL1/CCN2/ELN/BST2",29
"GO:0071229","GO:0071229","cellular response to acid chemical","19/697","209/18670",0.000327201831748792,0.00707630505252112,0.00583296983592924,"PPARG/COL6A1/AKR1C3/COL1A1/TNC/PDK4/WNT9A/KCNMB1/SFRP1/ZEB1/MYB/SERPINF1/KLF2/AQP1/FOLR2/COL3A1/COL1A2/MMP2/FOLR1",19
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","13/697","114/18670",0.000331153922897398,0.0070770380392841,0.00583357403397424,"PADI2/CXCL14/THBS4/CCL21/MMP28/S100A7/JAM3/SLIT2/GREM1/CXCL12/CCL19/CCL5/SERPINE1",13
"GO:0032535","GO:0032535","regulation of cellular component size","28/697","370/18670",0.000337239499573468,0.0070770380392841,0.00583357403397424,"PLS1/XK/IQGAP2/VAV3/APOE/L1CAM/CDHR2/FN1/CDHR5/CRABP2/SPP1/CCL21/TMOD1/DPYSL2/PTPRS/LMOD1/MAP1B/KCNMA1/AKT3/SLIT2/NTN1/CFL2/MYADM/DBN1/CXCL12/VIL1/AQP1/ELN",28
"GO:0060346","GO:0060346","bone trabecula formation","4/697","10/18670",0.00033779171549108,0.0070770380392841,0.00583357403397424,"COL1A1/SFRP1/GREM1/MMP2",4
"GO:0070099","GO:0070099","regulation of chemokine-mediated signaling pathway","4/697","10/18670",0.00033779171549108,0.0070770380392841,0.00583357403397424,"PADI2/SLIT3/SLIT2/CCL5",4
"GO:0097048","GO:0097048","dendritic cell apoptotic process","4/697","10/18670",0.00033779171549108,0.0070770380392841,0.00583357403397424,"CCL21/AXL/CXCL12/CCL19",4
"GO:0097105","GO:0097105","presynaptic membrane assembly","4/697","10/18670",0.00033779171549108,0.0070770380392841,0.00583357403397424,"NLGN2/PTPRD/LRP4/CEL",4
"GO:2000668","GO:2000668","regulation of dendritic cell apoptotic process","4/697","10/18670",0.00033779171549108,0.0070770380392841,0.00583357403397424,"CCL21/AXL/CXCL12/CCL19",4
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","12/697","100/18670",0.000346769749501837,0.00723284637516498,0.00596200621950526,"OLFM4/FLNA/FN1/FBLN1/LAMB2/MYOC/MYADM/AXL/FERMT2/HSPG2/LIMS2/ANTXR1",12
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","33/697","466/18670",0.000348698441162475,0.007240892851219,0.00596863889740146,"GPSM1/FABP1/IQGAP2/PPP1R14D/SPINK1/SERPING1/SFRP2/SPOCK1/SPINK4/C3/PPP1R1B/PCSK1N/MAGEA3/DPEP1/WNT9A/SLIT2/CRYAB/PLN/NGFR/CD109/PI16/TIMP2/SERPINF1/TIMP3/PPP1R14C/VIL1/A2M/COL6A3/AQP1/PPP1R14A/BST2/SERPINE1/PI3",33
"GO:0042542","GO:0042542","response to hydrogen peroxide","15/697","146/18670",0.000375540108539966,0.00771365321245347,0.00635833336453318,"SPHK1/FABP1/SMPD3/TRPA1/COL1A1/LCN2/GNAO1/CYP1B1/AXL/CRYAB/MYB/PDGFRB/KLF2/AREG/AQP1",15
"GO:0055123","GO:0055123","digestive system development","15/697","146/18670",0.000375540108539966,0.00771365321245347,0.00635833336453318,"TGFB1/RBPMS2/SFRP2/AGR2/IHH/OTC/CLDN18/CLMP/SFRP1/TGFB3/MYOCD/CDX2/COL3A1/BARX1/SIX2",15
"GO:0031960","GO:0031960","response to corticosteroid","16/697","162/18670",0.000379668194464788,0.00771365321245347,0.00635833336453318,"TGFB1/ABCA3/HSD11B2/AKR1C3/PTPRU/COL1A1/SLIT3/FBXO32/SLIT2/BCHE/KLF9/SERPINF1/CCN2/AREG/AQP1/MAOB",16
"GO:0060323","GO:0060323","head morphogenesis","7/697","37/18670",0.00037968333519641,0.00771365321245347,0.00635833336453318,"TGFB1/COL1A1/IHH/TGFB3/CRISPLD2/CLDN5/MMP2",7
"GO:1905314","GO:1905314","semi-lunar valve development","7/697","37/18670",0.00037968333519641,0.00771365321245347,0.00635833336453318,"TGFB1/NFATC1/SLIT3/SLIT2/EMILIN1/HEYL/ELN",7
"GO:0072511","GO:0072511","divalent inorganic cation transport","34/697","489/18670",0.000397934481516485,0.00799962137086413,0.00659405576904588,"NIPAL1/SLC40A1/ATP1B1/TGFB1/RAMP1/PACSIN3/SPINK1/TRPA1/CLCA1/SLC39A5/CCL21/TCN1/ATP2A3/CACNA1H/GNAO1/JPH2/ATP1A2/CASQ2/ATP2B4/RASA3/NCS1/MYLK/PLN/CACNA1C/CAV1/ANXA6/GEM/CXCR4/PDGFRB/CXCL12/CCN2/CCL19/CCL5/SLC39A2",34
"GO:1903034","GO:1903034","regulation of response to wounding","17/697","179/18670",0.000400256654605984,0.00799962137086413,0.00659405576904588,"TSPAN8/ADTRP/DUOX2/APOE/SERPING1/SPP1/REG3A/PTPRS/RGMA/MYLK/CAV1/CD109/C1QTNF1/CXCR4/SELP/VIL1/SERPINE1",17
"GO:0002026","GO:0002026","regulation of the force of heart contraction","6/697","27/18670",0.000400577673588977,0.00799962137086413,0.00659405576904588,"CHGA/ATP1A2/ATP2B4/PLN/CAV1/GAA",6
"GO:0045671","GO:0045671","negative regulation of osteoclast differentiation","6/697","27/18670",0.000400577673588977,0.00799962137086413,0.00659405576904588,"FSTL3/CLDN18/SFRP1/CARTPT/MAFB/FBN1",6
"GO:0015837","GO:0015837","amine transport","12/697","102/18670",0.00041681650485924,0.00828864346315429,0.00683229551899066,"ACE2/DDC/CHGA/TACR2/ATP1A2/SYT11/CHRNA3/STXBP1/CARTPT/CXCL12/SNCG/VIP",12
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","11/697","88/18670",0.00042528227904535,0.00842130690109632,0.00694164945810198,"LYPD8/DEFA5/DEFA6/DEFB1/CHGA/DMBT1/LYZ/S100A7/SSC5D/SELP/SERPINE1",11
